TimeStep,Desired_x,Desired_y,Desired_z,state_x,state_y,state_z,vel_x,vel_y,vel_z,ang_x,ang_y,ang_z,p,q,r
4,-0.0,0.0,0.5,0.0,0.0,0.011957547169811324,0.0,0.0,0.04783018867924548,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.0,0.0,0.6000000000000001,0.0,0.0,0.017218867924528338,0.0,0.0,0.057396226415094634,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.7000000000000001,0.0,0.0,0.023436792452830254,0.0,0.0,0.06696226415094346,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,-0.0,0.8,0.0,0.0,0.030611320754717022,0.0,0.0,0.07652830188679192,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,-0.0,0.9,0.0,0.0,0.03874245283018864,0.0,0.0,0.08609433962264039,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.0,-0.0,1.0,0.0,0.0,0.047830188679245086,0.0,0.0,0.09566037735848885,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.0,0.0,1.1,0.0,0.0,0.05787452830188641,0.0,0.0,0.10522641509433732,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.0,0.0,1.2000000000000002,0.0,0.0,0.06887547169811252,0.0,0.0,0.11479245283018578,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,1.3,0.0,0.0,0.08083301886792357,0.0,0.0,0.12435849056603425,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,1.4000000000000001,0.0,0.0,0.09374716981131942,0.0,0.0,0.13392452830188273,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,-0.0,1.5,0.0,0.0,0.10761792452830007,0.0,0.0,0.1434905660377312,0.0,0.0,0.0,0.0,0.0,0.0
