time,x,y,z,dx,dy,dz,phi,theta,psi,p,q,r,lift_force,tau_phi,tau_theta,tau_psi
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005000500050005001,0.0,0.0,4.999877350471321,0.0,0.0,-0.049054905490549056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010001000100010001,0.0,0.0,5.006196025120571,0.0,0.0,2.576272018204377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015001500150015001,0.0,0.0,5.019375050390322,0.0,0.0,2.694810928685626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020002000200020003,0.0,0.0,5.033128853042211,0.0,0.0,2.806159979963771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025002500250025005,0.0,0.0,5.047437159758806,0.0,0.0,2.9165903744055366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030003000300030003,0.0,0.0,5.0622953928214764,0.0,0.0,3.0261085213403365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03500350035003501,0.0,0.0,5.077698967604689,0.0,0.0,3.1347052489531966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.040004000400040006,0.0,0.0,5.093643253923111,0.0,0.0,3.2423715069631465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.045004500450045004,0.0,0.0,5.110123576738839,0.0,0.0,3.3490984064152234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05000500050005001,0.0,0.0,5.127135216969136,0.0,0.0,3.4548772200946742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05500550055005501,0.0,0.0,5.1446734122959565,0.0,0.0,3.559699382820444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.060006000600060005,0.0,0.0,5.162733357976867,0.0,0.0,3.6635564917166468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06500650065006501,0.0,0.0,5.181310207657282,0.0,0.0,3.766440306462357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07000700070007002,0.0,0.0,5.20039907418389,0.0,0.0,3.8683427495197833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.075007500750075,0.0,0.0,5.219995030419166,0.0,0.0,3.969255906340913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08000800080008001,0.0,0.0,5.240093110056864,0.0,0.0,4.069172025552703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08500850085008502,0.0,0.0,5.260688308438386,0.0,0.0,4.168083519120904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09000900090009001,0.0,0.0,5.281775583369913,0.0,0.0,4.265982962492598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
