TimeStep,Reward
862,0.2648572674799637
824,0.2648572674799637
1250,0.264857267479937
709,0.2648572674799637
130,0.2648572674799571
1043,0.26485726747993704
902,0.2648572674799637
1061,0.26485726747993704
1778,0.264857267479937
1111,0.26485726747993704
1144,0.264857267479937
918,0.26485726747996374
1837,0.264857267479937
1461,0.264857267479937
1645,0.26485726747993704
1384,0.264857267479937
453,0.2648572674799637
1127,0.264857267479937
397,0.26485726747996374
789,0.2648572674799637
573,0.2648572674799637
41,0.29670630064289316
1645,0.26485726747993704
1165,0.264857267479937
783,0.26485726747996374
370,0.2648572674799637
669,0.26485726747996374
636,0.26485726747996374
763,0.26485726747996374
1600,0.264857267479937
679,0.2648572674799637
728,0.2648572674799637
752,0.2648572674799637
1213,0.264857267479937
1894,0.264857267479937
1625,0.26485726747993704
132,0.264857267479957
1393,0.264857267479937
661,0.26485726747996374
973,0.26485726747996374
1174,0.264857267479937
127,0.2648572674799537
1939,0.26485726747993704
758,0.26485726747996374
773,0.2648572674799637
1935,0.264857267479937
994,0.26485726747996374
1155,0.26485726747993704
1608,0.264857267479937
1290,0.264857267479937
1065,0.26485726747993704
1096,0.264857267479937
643,0.2648572674799637
902,0.2648572674799637
264,0.2648572674799637
998,0.26485726747996374
1179,0.264857267479937
250,0.264857267479957
1306,0.264857267479937
1172,0.264857267479937
755,0.26485726747996374
1282,0.26485726747993704
1741,0.264857267479937
1410,0.264857267479937
696,0.2648572674799637
275,0.2626317907931391
484,0.2648572674799637
897,0.2648572674799637
1810,0.264857267479937
663,0.2648572674799637
483,0.2648572674799637
832,0.2648572674799637
971,0.2648572674799637
240,0.2791920995544761
64,0.2525608323251203
1055,0.264857267479937
1091,0.26485726747993704
748,0.26485726747996374
1489,0.26485726747993704
1441,0.26485726747993704
1502,0.264857267479937
1002,0.2648572674799637
208,0.2822062748890659
936,0.26485726747996374
749,0.2648572674799637
1952,0.264857267479937
857,0.2648572674799637
1095,0.264857267479937
622,0.2648572674799637
1517,0.26485726747993704
1850,0.26485726747993704
583,0.2648572674799637
235,0.27010479593092784
1656,0.26485726747993704
1882,0.26485726747993704
1170,0.264857267479937
634,0.26485726747996374
1462,0.26485726747993704
1935,0.264857267479937
1615,0.264857267479937
1312,0.26485726747993704
934,0.2648572674799637
1342,0.264857267479937
881,0.2648572674799637
217,0.2778638122343551
1876,0.264857267479937
1064,0.264857267479937
500,0.26485726747996374
1164,0.264857267479937
1809,0.26485726747993704
1176,0.264857267479937
953,0.2648572674799637
635,0.2648572674799637
959,0.2648572674799637
483,0.2648572674799637
551,0.2648572674799637
1006,0.2648572674799637
1334,0.264857267479937
1345,0.264857267479937
906,0.2648572674799637
699,0.2648572674799637
988,0.2648572674799637
1912,0.264857267479937
1516,0.26485726747993704
957,0.2648572674799637
97,0.2964667699000364
522,0.2648572674799637
682,0.2648572674799637
1140,0.3567786676409611
683,0.3392044735183182
772,0.32425103434194646
1604,0.3269644733929818
1059,0.3696666651786718
1607,0.37512652534736535
250,0.30657910853421755
825,0.31796355118858893
1985,0.33131820225274466
45,0.2792009936748809
790,0.3439770166790965
1590,0.309043300561566
1727,0.34764995701265927
886,0.30871491760123304
862,0.3065201094535082
81,0.2381591991105695
102,0.22347663600371798
606,0.3272970700336766
1612,0.3934972726935183
138,0.2654851362734777
686,0.30366655692187594
499,0.318607029177466
1637,0.390591220179999
1520,0.3330393284242823
1742,0.3194980666674492
1204,0.3856909159792281
419,0.32135640399488613
148,0.2849497377296326
651,0.3401440337023248
727,0.342147166909457
742,0.3027628003691075
1682,0.38902914513181797
1310,0.3807900592816663
1742,0.3194980666674492
1109,0.3678495327812967
730,0.3043679796342789
896,0.35960144970323354
65,0.24781457883684177
190,0.29732570043414397
530,0.3139252321623669
1550,0.3904354275314007
642,0.3029713990732357
190,0.29732570043414397
134,0.2217742813776316
143,0.27778525177132163
1236,0.37879309193450494
1425,0.3660371012581916
737,0.3147802065770377
368,0.31846258208408557
130,0.26375531972484934
388,0.316296794824826
32,0.2962707840565591
1336,0.39642633549707434
1009,0.36854405735531015
1265,0.33633519706871573
1401,0.31983571935109184
735,0.30926935975478903
365,0.29835158007006163
482,0.32453636286191745
761,0.30279645778296016
1936,0.30684339807150846
1260,0.38473327737609864
995,0.3331195568548523
573,0.3028443289121321
1818,0.28426517303479404
345,0.2733977004884023
357,0.2711588556068404
1941,0.3089726735987811
970,0.2737662976510664
1526,0.2992837686572687
1077,0.27253442468629124
375,0.2676285600565438
1677,0.3068510433200803
1142,0.2789352019678695
909,0.270796620951758
622,0.2831219700004843
831,0.2809597714896827
471,0.27802995750743165
1057,0.28819221797217837
1362,0.2831530446534849
339,0.274172322371393
78,0.265297142349181
518,0.2677941402588315
1183,0.28546122434243715
1603,0.312369272636316
1252,0.28871978394593933
300,0.26836552107755707
1136,0.28328254901642264
443,0.26642380494565326
804,0.28755723897031793
301,0.2722413469914524
1905,0.3069045484449614
633,0.2722614458218773
1192,0.2755901711438902
1302,0.29450752210426395
333,0.27460817655269276
343,0.26609265997231984
402,0.2763934111890457
1027,0.2698794621784206
1624,0.2709344284487817
1217,0.27402293815902096
1965,0.2828455507312787
935,0.28084459738008777
1351,0.30669872736211556
627,0.2745060562584831
773,0.28823349434471385
1113,0.296346323572967
1437,0.2768365053800207
1069,0.29520503384847396
811,0.2893421918359105
1115,0.26995676217732234
342,0.2669852007717782
1735,0.313177574384343
1068,0.2961716190400026
1268,0.2863621807324672
33,0.2653808516075325
962,0.29328421422706163
1069,0.29520503384847396
1670,0.28998005676259697
1592,0.2795016917867176
881,0.2850451327262436
58,0.26601047882602946
357,0.2711588556068404
1584,0.31338691637307214
1569,0.2787531790941838
1212,0.29452335653473033
317,0.2665099408969062
1922,0.3059191754027887
1800,0.26485726747993704
142,0.264857267479957
1518,0.264857267479937
1062,0.264857267479937
949,0.26485726747996374
442,0.2648572674799637
1477,0.264857267479937
1450,0.26485726747993704
894,0.2648572674799637
792,0.26485726747996374
310,0.26485726747996374
1457,0.264857267479937
1540,0.26485726747993704
865,0.26485726747996374
1191,0.264857267479937
1969,0.26485726747993704
632,0.2648572674799637
1326,0.264857267479937
1529,0.264857267479937
1436,0.264857267479937
784,0.2648572674799637
358,0.2648572674799637
1593,0.264857267479937
1467,0.26485726747993704
642,0.26485726747996374
1898,0.26485726747993704
692,0.26485726747996374
1161,0.26485726747993704
1347,0.264857267479937
720,0.26485726747996374
1991,0.264857267479937
1006,0.2648572674799637
299,0.2648572674799637
145,0.264857267479957
1405,0.264857267479937
1330,0.264857267479937
1486,0.26485726747993704
758,0.26485726747996374
893,0.26485726747996374
913,0.26485726747996374
681,0.26485726747996374
1734,0.26485726747993704
989,0.26485726747996374
1078,0.26485726747993704
1275,0.264857267479937
536,0.2648572674799637
957,0.2648572674799637
1640,0.264857267479937
1633,0.264857267479937
1660,0.264857267479937
1910,0.264857267479937
760,0.2648572674799637
1250,0.264857267479937
861,0.26485726747996374
86,0.27295020489958105
234,0.264857267479957
765,0.2648572674799637
75,0.28990167659428745
573,0.2648572674799637
980,0.2648572674799637
1518,0.264857267479937
1020,0.26485726747996374
694,0.26485726747996374
1148,0.264857267479937
1571,0.33257730779280653
999,0.3420778594095447
718,0.30822687449411207
1590,0.3269548257604161
1192,0.39653059064236434
751,0.3604821215274806
843,0.30935680249738096
298,0.2958357180105971
1023,0.3887022293122633
852,0.3803331551022421
304,0.2920626050572118
276,0.3081587776129132
735,0.3467351222215351801354,0.3520410538243762
1033,0.3286682840912604
1081,0.32920684247063137
1154,0.39249777976502576
1036,0.37317867324408616
72,0.2973559893144338
1657,0.39671206678906556
1129,0.39486375567436205
501,0.3967028737646886
30,0.3164177581204337
1686,0.3148904426324297
1834,0.3716833046242819
1637,0.3636790864974356
1816,0.3343266254727658
1894,0.33661170971600474
61,0.30361628510104166
327,0.3123165048326964
1747,0.32986478736406233
1889,0.38928032129818724
1049,0.35390609986542043
945,0.32738308242895864
877,0.3751351385544407
216,0.2727683400501276
761,0.3154543498876322
1508,0.339428908666837
1444,0.387939313982615
1797,0.34055526785186874
1684,0.33647899731783565
626,0.3869734487436255
1325,0.37428077533061344
1609,0.3219054475377248
447,0.31197512879133454
175,0.30022712816537617
1701,0.3967541221851285
1601,0.39013422634929573
1892,0.314813997188933
1256,0.3694051734688523
1602,0.3502980741383465
176,0.2812673439464117
1275,0.3627408428018276
1392,0.365654709919014
141,0.3248914832324034
229,0.2835811378666664
35,0.30969691967676677
1074,0.35994116719561
1138,0.31523834328031825
1890,0.39080346853615694
1688,0.39088282997457574
1145,0.30676987151591906
1239,0.307632437850461
1496,0.3189787762943306
1053,0.264857267479937
1662,0.264857267479937
226,0.2635941369087731
125,0.27124843337633336
276,0.26161481845773527
1495,0.26485726747993704
958,0.2648572674799637
1441,0.26485726747993704
1225,0.264857267479937
815,0.2648572674799637
1448,0.264857267479937
1996,0.264857267479937
569,0.2648572674799637
665,0.2648572674799637
1826,0.264857267479937
462,0.26485726747996374
227,0.26343535377535676
954,0.26485726747996374
184,0.26674403797652013
1705,0.264857267479937
1632,0.264857267479937
1207,0.264857267479937
926,0.2648572674799637
1865,0.264857267479937
1606,0.26485726747993704
1922,0.26485726747993704
188,0.2664736405907753
1568,0.26485726747993704
1812,0.264857267479937
251,0.26228224265496997
1046,0.264857267479937
258,0.2619646373799371
1413,0.264857267479937
1245,0.26485726747993704
1634,0.264857267479937
1615,0.264857267479937
355,0.2648572674799637
1745,0.264857267479937
1944,0.264857267479937
1280,0.26485726747993704
285,0.26156635808226814
377,0.2648572674799637
26,0.24910962241293988
599,0.26485726747996374
968,0.2648572674799637
909,0.2648572674799637
1386,0.264857267479937
1203,0.264857267479937
819,0.26485726747996374
1749,0.264857267479937
657,0.26485726747996374
245,0.2625122621599754
1765,0.264857267479937
841,0.2648572674799637
1572,0.264857267479937
772,0.2648572674799637
1398,0.264857267479937
408,0.2648572674799637
435,0.2648572674799637
1475,0.264857267479937
1670,0.264857267479937
203,0.26527324921283013
516,0.2648572674799637
1543,0.264857267479937
1484,0.3080201264499802
853,0.39571866299554703
1778,0.3471248050767216
1662,0.3576724258327323
1776,0.3917205526222127
1030,0.36074348690288627
1282,0.33154814172402286
273,0.3391853494957767
1337,0.3926176912403404
344,0.3962850100984844
573,0.3074974306814011
956,0.310851886422184
656,0.32834299302655945
117,0.30700257496608596
649,0.3096477787197528
1906,0.3171147264592793
1975,0.31427315699263636
1868,0.3106077243668194
531,0.3564601600096038
132,0.27122183641836706
917,0.3563213254135346
230,0.32547959047911057
1587,0.37513759928678925
812,0.3067803157152619
1364,0.3205410447170297
241,0.3183153771202718
67,0.35139995180266176
1233,0.30682891929425266
469,0.3892770358873705
55,0.3698934315166448
1261,0.39555508145108276
632,0.37691748808882586
1050,0.31611454308977804
1572,0.30770414800033585
1216,0.36248364937607847
1828,0.35913491436229567
651,0.38258644887067184
649,0.3096477787197528
221,0.3037534218536701
998,0.3846113389490071
270,0.34871195069781696
1929,0.3383113340667623
701,0.3721916207104147
1218,0.38152322734620914
1425,0.39184879026470426
442,0.3166467752696259
532,0.3932143967871653
1584,0.31798460411303314
1778,0.3471248050767216
1283,0.3074969885788189
1660,0.3074332925931517
5,0.35834216704331256
248,0.34491147311310644
1609,0.3219054475377248
1213,0.32727162977962165
1287,0.38548327436163954
1365,0.3070029750212039
1833,0.39677553735673976
762,0.30841491241468566
940,0.38163617690325546
745,0.3729370240962717
527,0.3757307236481858
336,0.3464762217984864
1520,0.36472450568527126
1039,0.31932418261176965
1437,0.39624114295489377
1203,0.3429796426102163
1675,0.3765681490529392
1026,0.30977692645539956
247,0.3116966404172339
288,0.38461334998057145
1431,0.39621625346920286
501,0.3967028737646886
1,0.3420085380608799
106,0.3455684885291862
529,0.3076329184382434
1745,0.3967787263580308
1872,0.3583304817339502
1494,0.39412171932647844
1129,0.39486375567436205
19,0.3237716844944456
1993,0.30749654660720516
357,0.3881992185757641
653,0.3611454742380923
1800,0.3472687360564781
1156,0.3455573838337591
109,0.3087155572092367
1823,0.31231760295745975
97,0.2955770300745261
1595,0.38119913458424126
296,0.3165692340654621
906,0.30756353129327973
1601,0.39013422634929573
69,0.2632242191079471
1535,0.31075507335222463
1842,0.3097304892777857
1876,0.3740472549762275
1412,0.3967844675364106
1062,0.3350404385625454
491,0.3116409299722631
583,0.3929805423062902
1735,0.31303894379632197
1170,0.3069547107103819
733,0.39191876727571706
220,0.33721324413942955
293,0.3872414542305258
1522,0.3067803968414876
341,0.30813675609967417
1033,0.3286682840912604
364,0.35994390175714364
904,0.3753702806068214
1770,0.3961705539863971
1505,0.361286203090569
770,0.36721913507444814
1175,0.33905678214804835
328,0.3072084003721363
430,0.33588224889285234
678,0.3670846646337239
955,0.3428444735982984
1341,0.33339789193452507
426,0.3912351410710889
1181,0.35149834939917457
501,0.3967028737646886
1246,0.3112143252093179
245,0.3428470915438375
1532,0.3868781812631169
673,0.3163406353384093
182,0.3503035087750702
870,0.2712377496753783
182,0.31374889141997697
575,0.2689027220233762
1973,0.3165798348573938
745,0.2686928355300051
593,0.2795953249167495
125,0.3308316876172043
110,0.33383550969167153
1124,0.3051535816757121
54,0.3432630047936994
324,0.26979520804083895
1076,0.29823825568363155
616,0.3171845449997672
1232,0.3166456750894724
1077,0.27602015943078184
965,0.269055761830268
1502,0.3172047217560407
1061,0.3013393619103614
80,0.319131291727931
758,0.2720077062910294
1106,0.3169631659712709
32,0.2984237437034718
396,0.3169629412006294
1338,0.31221351648330326
546,0.30629278105288027
612,0.2767828527967235
55,0.3311479215590024
422,0.31017323675104386
214,0.317128261429566
344,0.2750400490474284
111,0.29536862654111784
50,0.33315756017245757
74,0.3209040785744337
1222,0.26992739525142606
1178,0.2700691726173747
1513,0.2919091068207549
155,0.25590760543789504
445,0.2953691829176332
1849,0.29413500172305107
173,0.28418560961367967
398,0.28426786561052797
470,0.29212254899954593
184,0.29305573426331666
665,0.2975285384934535
1439,0.31692921390265466
273,0.2704954156943372
1871,0.28849868894911573
1505,0.26860057043857777
1407,0.3102831064554299
1999,0.31154495075062527
1917,0.3156678990384901
910,0.29645162460731783
395,0.3017516718818784
1774,0.2846619685600985
963,0.2958696711938794
8,0.3408143361309903
1269,0.3138667520706861
1470,0.3130130916610893
1617,0.2829014654207443
1431,0.2844047601796703
1288,0.3155618726782429
1554,0.28668733896913284
617,0.30578685084542356
1251,0.31550327857995175
1474,0.3159742901545728
1947,0.28012240093749496
97,0.305521193465573
1285,0.31663065883259894
1912,0.2923413197203113
1557,0.2900428688270004
1084,0.31692909420833915
1689,0.2887705693607603
301,0.2783432310478657
1816,0.2686476116478803
1824,0.28462865079303207
253,0.25976608414208163
509,0.31161029934288875
945,0.30539714454328626
64,0.3281800275117981
235,0.29360071814367006
1839,0.30745001338503447
299,0.31631141891724346
193,0.31094841148379404
695,0.31486346300643864
1285,0.31663065883259894
193,0.31094841148379404
1763,0.3161821691651889
1350,0.282140749307972511649,61270,0.348711587,0.301862,0.29881536067007897
1028,0.31496048267184085
1317,0.3152405720205984
869,0.27112588367986407
1503,0.2609188332503778
98,0.3316145804163403
1730,0.2975307348249097
636,0.2617032421521319
1594,0.3065359819643612
1429,0.3104407349929861
1036,0.2789035569199445
1478,0.2632424763371636
1358,0.262279517213681
1743,0.307397495234174
927,0.3171576886764821
184,0.28435186074772273
805,0.26492935265469275
994,0.2590595683466115
1574,0.3164709693624058
849,0.26433539030504627
515,0.29666624145486853
1960,0.2728200081947834
1429,0.3104407349929861
624,0.2720418304262845
1342,0.31637185339309626
443,0.31629153304376084
770,0.3172098908708441
286,0.31677099819573
57,0.29967528390173426
1553,0.26166694428601295
1624,0.313867146264678
1011,0.27647372475766785
705,0.2609098745158599
1093,0.27183065638880577
401,0.28751682972426784
47,0.3059576218575601
96,0.3142896012190164
318,0.3149611391402663
1317,0.3152405720205984
1961,0.31550270239104866
1831,0.27572310625633806
1605,0.27282040539982255
1831,0.27572310625633806
606,0.2724781771485585
284,0.30559720542581115
487,0.2690697210153302
1963,0.2748660891362025
1740,0.31012457937533067
1432,0.3077554526314078
41,0.31458405667462674
1002,0.2706995152548155
605,0.29240643385449044
623,0.31125216483408813
668,0.28835194547041887
137,0.2923376430889394
601,0.27302018105634285
158,0.31197773994426237
90,0.28611333676426554
82,0.3137213669870515
1947,0.3029800828476133
948,0.30358119088598345
1808,0.28460398869814374
486,0.2834833788006668
719,0.2738000594162145
100,0.30845583327077924
726,0.2684565261237466
1195,0.30690579831416803
1910,0.31521380379027264
1752,0.2977455771123133
1388,0.3073968806977885
1529,0.2836763286957869
1512,0.2722232620850349
1802,0.29126417487069767
799,0.3100126296350166
1871,0.28849868894911573
1862,0.2838713911665586
453,0.3158260783250048
1954,0.31539209074007507
1335,0.27078506107063405
1674,0.2744559275761926
1076,0.29823825568363155
1755,0.28814011031930986
1613,0.2798933563953084
1504,0.2808432215430475
1583,0.31150239717392747
1404,0.27204007526411644
1468,0.2720084277826122
757,0.27029400609897475
1676,0.28342409209390884
1318,0.28662603813902937
1851,0.26946457580447386
870,0.2712377496753783
1334,0.2887712873703794
1973,0.3165798348573938
1393,0.27817988622012846
1537,0.270759308583396
1724,0.279073560969552
1526,0.30236963573343667
613,0.2685545013959984
953,0.2751043772603294
321,0.31624828501523755
904,0.30317983313888536
965,0.269055761830268
1236,0.3858621981748118
